06/01/2013,43
13/01/2013,40
20/01/2013,39
27/01/2013,39
03/02/2013,43
10/02/2013,39
17/02/2013,40
24/02/2013,39
03/03/2013,38
10/03/2013,37
17/03/2013,39
24/03/2013,38
31/03/2013,39
07/04/2013,37
14/04/2013,36
21/04/2013,36
28/04/2013,36
05/05/2013,37
12/05/2013,36
19/05/2013,37
26/05/2013,35
02/06/2013,35
09/06/2013,40
16/06/2013,37
23/06/2013,38
30/06/2013,37
07/07/2013,37
14/07/2013,37
21/07/2013,38
28/07/2013,38
04/08/2013,39
11/08/2013,41
18/08/2013,39
25/08/2013,38
01/09/2013,41
08/09/2013,75
15/09/2013,70
22/09/2013,58
29/09/2013,45
06/10/2013,40
13/10/2013,40
20/10/2013,41
27/10/2013,40
03/11/2013,40
10/11/2013,38
17/11/2013,37
24/11/2013,39
01/12/2013,38
08/12/2013,37
15/12/2013,39
22/12/2013,46
29/12/2013,43
05/01/2014,40
12/01/2014,37
19/01/2014,35
26/01/2014,35
02/02/2014,35
09/02/2014,35
16/02/2014,36
23/02/2014,35
02/03/2014,35
09/03/2014,36
16/03/2014,35
23/03/2014,34
30/03/2014,34
06/04/2014,34
13/04/2014,34
20/04/2014,35
27/04/2014,35
04/05/2014,33
11/05/2014,33
18/05/2014,33
25/05/2014,35
01/06/2014,35
08/06/2014,34
15/06/2014,34
22/06/2014,35
29/06/2014,35
06/07/2014,37
13/07/2014,37
20/07/2014,36
27/07/2014,38
03/08/2014,40
10/08/2014,39
17/08/2014,39
24/08/2014,41
31/08/2014,43
07/09/2014,100
14/09/2014,67
21/09/2014,70
28/09/2014,54
05/10/2014,47
12/10/2014,44
19/10/2014,43
26/10/2014,41
02/11/2014,41
09/11/2014,42
16/11/2014,39
23/11/2014,42
30/11/2014,39
07/12/2014,40
14/12/2014,41
21/12/2014,47
28/12/2014,43
04/01/2015,39
11/01/2015,38
18/01/2015,35
25/01/2015,35
01/02/2015,34
08/02/2015,34
15/02/2015,34
22/02/2015,34
01/03/2015,35
08/03/2015,35
15/03/2015,34
22/03/2015,33
29/03/2015,35
05/04/2015,35
12/04/2015,34
19/04/2015,33
26/04/2015,34
03/05/2015,32
10/05/2015,34
17/05/2015,34
24/05/2015,36
31/05/2015,34
07/06/2015,35
14/06/2015,34
21/06/2015,36
28/06/2015,36
05/07/2015,37
12/07/2015,36
19/07/2015,37
26/07/2015,38
02/08/2015,36
09/08/2015,37
16/08/2015,37
23/08/2015,39
30/08/2015,38
06/09/2015,56
13/09/2015,46
20/09/2015,48
27/09/2015,48
04/10/2015,42
11/10/2015,42
18/10/2015,40
25/10/2015,38
01/11/2015,37
08/11/2015,37
15/11/2015,36
22/11/2015,38
29/11/2015,38
06/12/2015,40
13/12/2015,38
20/12/2015,44
27/12/2015,42
03/01/2016,38
10/01/2016,35
17/01/2016,35
24/01/2016,36
31/01/2016,35
07/02/2016,35
14/02/2016,35
21/02/2016,35
28/02/2016,35
06/03/2016,35
13/03/2016,35
20/03/2016,48
27/03/2016,43
03/04/2016,39
10/04/2016,35
17/04/2016,33
24/04/2016,34
01/05/2016,33
08/05/2016,35
15/05/2016,33
22/05/2016,33
29/05/2016,34
05/06/2016,34
12/06/2016,35
19/06/2016,36
26/06/2016,35
03/07/2016,37
10/07/2016,40
17/07/2016,39
24/07/2016,40
31/07/2016,40
07/08/2016,37
14/08/2016,36
21/08/2016,39
28/08/2016,42
04/09/2016,80
11/09/2016,61
18/09/2016,53
25/09/2016,45
02/10/2016,43
09/10/2016,42
16/10/2016,41
23/10/2016,41
30/10/2016,40
06/11/2016,39
13/11/2016,38
20/11/2016,43
27/11/2016,41
04/12/2016,38
11/12/2016,40
18/12/2016,43
25/12/2016,44
01/01/2017,41
08/01/2017,37
15/01/2017,35
22/01/2017,35
29/01/2017,34
05/02/2017,33
12/02/2017,33
19/02/2017,34
26/02/2017,33
05/03/2017,33
12/03/2017,32
19/03/2017,36
26/03/2017,35
02/04/2017,34
09/04/2017,33
16/04/2017,34
23/04/2017,33
30/04/2017,35
07/05/2017,33
14/05/2017,32
21/05/2017,32
28/05/2017,34
04/06/2017,35
11/06/2017,35
18/06/2017,34
25/06/2017,37
02/07/2017,36
09/07/2017,35
16/07/2017,37
23/07/2017,36
30/07/2017,36
06/08/2017,36
13/08/2017,36
20/08/2017,36
27/08/2017,38
03/09/2017,38
10/09/2017,82
17/09/2017,51
24/09/2017,48
01/10/2017,44
08/10/2017,41
15/10/2017,41
22/10/2017,46
29/10/2017,50
05/11/2017,51
12/11/2017,45
19/11/2017,47
26/11/2017,46
03/12/2017,45
10/12/2017,43
17/12/2017,45
24/12/2017,52
31/12/2017,44
