06/01/2013,58
13/01/2013,55
20/01/2013,56
27/01/2013,54
03/02/2013,52
10/02/2013,53
17/02/2013,56
24/02/2013,53
03/03/2013,51
10/03/2013,51
17/03/2013,51
24/03/2013,53
31/03/2013,49
07/04/2013,49
14/04/2013,47
21/04/2013,47
28/04/2013,49
05/05/2013,46
12/05/2013,47
19/05/2013,47
26/05/2013,47
02/06/2013,48
09/06/2013,68
16/06/2013,56
23/06/2013,54
30/06/2013,54
07/07/2013,54
14/07/2013,54
21/07/2013,53
28/07/2013,56
04/08/2013,57
11/08/2013,59
18/08/2013,59
25/08/2013,59
01/09/2013,60
08/09/2013,62
15/09/2013,59
22/09/2013,57
29/09/2013,56
06/10/2013,56
13/10/2013,57
20/10/2013,76
27/10/2013,69
03/11/2013,62
10/11/2013,59
17/11/2013,59
24/11/2013,61
01/12/2013,59
08/12/2013,57
15/12/2013,59
22/12/2013,69
29/12/2013,62
05/01/2014,59
12/01/2014,57
19/01/2014,56
26/01/2014,55
02/02/2014,54
09/02/2014,53
16/02/2014,52
23/02/2014,52
02/03/2014,53
09/03/2014,51
16/03/2014,51
23/03/2014,51
30/03/2014,50
06/04/2014,49
13/04/2014,50
20/04/2014,49
27/04/2014,55
04/05/2014,51
11/05/2014,50
18/05/2014,50
25/05/2014,48
01/06/2014,51
08/06/2014,48
15/06/2014,51
22/06/2014,50
29/06/2014,50
06/07/2014,51
13/07/2014,51
20/07/2014,56
27/07/2014,61
03/08/2014,64
10/08/2014,63
17/08/2014,65
24/08/2014,62
31/08/2014,62
07/09/2014,62
14/09/2014,59
21/09/2014,59
28/09/2014,57
05/10/2014,54
12/10/2014,60
19/10/2014,63
26/10/2014,58
02/11/2014,56
09/11/2014,57
16/11/2014,59
23/11/2014,65
30/11/2014,63
07/12/2014,59
14/12/2014,59
21/12/2014,68
28/12/2014,61
04/01/2015,60
11/01/2015,58
18/01/2015,56
25/01/2015,56
01/02/2015,56
08/02/2015,53
15/02/2015,55
22/02/2015,56
01/03/2015,55
08/03/2015,98
15/03/2015,65
22/03/2015,58
29/03/2015,59
05/04/2015,59
12/04/2015,58
19/04/2015,56
26/04/2015,58
03/05/2015,55
10/05/2015,54
17/05/2015,56
24/05/2015,55
31/05/2015,54
07/06/2015,53
14/06/2015,54
21/06/2015,54
28/06/2015,52
05/07/2015,54
12/07/2015,56
19/07/2015,56
26/07/2015,57
02/08/2015,58
09/08/2015,61
16/08/2015,63
23/08/2015,63
30/08/2015,63
06/09/2015,62
13/09/2015,60
20/09/2015,59
27/09/2015,59
04/10/2015,58
11/10/2015,58
18/10/2015,56
25/10/2015,56
01/11/2015,56
08/11/2015,57
15/11/2015,57
22/11/2015,62
29/11/2015,61
06/12/2015,59
13/12/2015,58
20/12/2015,66
27/12/2015,63
03/01/2016,59
10/01/2016,54
17/01/2016,55
24/01/2016,55
31/01/2016,55
07/02/2016,54
14/02/2016,54
21/02/2016,53
28/02/2016,52
06/03/2016,53
13/03/2016,50
20/03/2016,56
27/03/2016,52
03/04/2016,50
10/04/2016,49
17/04/2016,54
24/04/2016,54
01/05/2016,50
08/05/2016,50
15/05/2016,51
22/05/2016,50
29/05/2016,51
05/06/2016,52
12/06/2016,56
19/06/2016,52
26/06/2016,52
03/07/2016,51
10/07/2016,50
17/07/2016,49
24/07/2016,52
31/07/2016,56
07/08/2016,54
14/08/2016,55
21/08/2016,57
28/08/2016,61
04/09/2016,66
11/09/2016,61
18/09/2016,62
25/09/2016,61
02/10/2016,59
09/10/2016,60
16/10/2016,61
23/10/2016,100
30/10/2016,81
06/11/2016,65
13/11/2016,69
20/11/2016,72
27/11/2016,68
04/12/2016,63
11/12/2016,61
18/12/2016,63
25/12/2016,70
01/01/2017,63
08/01/2017,61
15/01/2017,58
22/01/2017,57
29/01/2017,58
05/02/2017,55
12/02/2017,53
19/02/2017,54
26/02/2017,54
05/03/2017,54
12/03/2017,52
19/03/2017,52
26/03/2017,52
02/04/2017,52
09/04/2017,51
16/04/2017,50
23/04/2017,50
30/04/2017,51
07/05/2017,50
14/05/2017,48
21/05/2017,48
28/05/2017,48
04/06/2017,56
11/06/2017,51
18/06/2017,52
25/06/2017,52
02/07/2017,50
09/07/2017,53
16/07/2017,52
23/07/2017,55
30/07/2017,54
06/08/2017,57
13/08/2017,58
20/08/2017,59
27/08/2017,60
03/09/2017,59
10/09/2017,61
17/09/2017,61
24/09/2017,60
01/10/2017,58
08/10/2017,55
15/10/2017,55
22/10/2017,54
29/10/2017,55
05/11/2017,58
12/11/2017,60
19/11/2017,68
26/11/2017,63
03/12/2017,60
10/12/2017,58
17/12/2017,57
24/12/2017,66
31/12/2017,59
