03/01/2016,59
10/01/2016,54
17/01/2016,56
24/01/2016,53
31/01/2016,54
07/02/2016,51
14/02/2016,53
21/02/2016,52
28/02/2016,53
06/03/2016,51
13/03/2016,50
20/03/2016,54
27/03/2016,50
03/04/2016,50
10/04/2016,49
17/04/2016,54
24/04/2016,53
01/05/2016,50
08/05/2016,50
15/05/2016,52
22/05/2016,51
29/05/2016,52
05/06/2016,52
12/06/2016,56
19/06/2016,52
26/06/2016,52
03/07/2016,50
10/07/2016,49
17/07/2016,49
24/07/2016,53
31/07/2016,53
07/08/2016,55
14/08/2016,53
21/08/2016,57
28/08/2016,61
04/09/2016,65
11/09/2016,60
18/09/2016,62
25/09/2016,60
02/10/2016,58
09/10/2016,60
16/10/2016,60
23/10/2016,100
30/10/2016,80
06/11/2016,63
13/11/2016,68
20/11/2016,71
27/11/2016,68
04/12/2016,63
11/12/2016,60
18/12/2016,63
25/12/2016,69
01/01/2017,61
08/01/2017,61
15/01/2017,59
22/01/2017,56
29/01/2017,58
05/02/2017,55
12/02/2017,51
19/02/2017,53
26/02/2017,54
05/03/2017,55
12/03/2017,54
19/03/2017,50
26/03/2017,53
02/04/2017,51
09/04/2017,51
16/04/2017,49
23/04/2017,50
30/04/2017,50
07/05/2017,50
14/05/2017,47
21/05/2017,47
28/05/2017,49
04/06/2017,57
11/06/2017,50
18/06/2017,53
25/06/2017,52
02/07/2017,51
09/07/2017,52
16/07/2017,51
23/07/2017,54
30/07/2017,54
06/08/2017,57
13/08/2017,57
20/08/2017,60
27/08/2017,59
03/09/2017,59
10/09/2017,59
17/09/2017,59
24/09/2017,59
01/10/2017,56
08/10/2017,56
15/10/2017,54
22/10/2017,53
29/10/2017,54
05/11/2017,58
12/11/2017,60
19/11/2017,67
26/11/2017,63
03/12/2017,57
10/12/2017,56
17/12/2017,57
24/12/2017,66
31/12/2017,60
